,weight,total_income,pitax,table_row
15960,20.96207025411061,0.0,0.0,1
87301,20.96207025411061,0.0,0.0,1
87296,20.96207025411061,0.0,0.0,1
28523,20.96207025411061,0.0,0.0,1
69856,20.96207025411061,0.0,0.0,1
28965,20.96207025411061,0.0,0.0,1
368,20.96207025411061,0.0,0.0,1
92688,20.96207025411061,0.0,0.0,1
16474,20.96207025411061,0.0,0.0,1
16466,20.96207025411061,0.0,0.0,1
40132,20.96207025411061,0.0,0.0,1
40123,20.96207025411061,0.0,0.0,1
15935,20.96207025411061,0.0,0.0,1
15925,20.96207025411061,0.0,0.0,1
13153,20.96207025411061,0.0,0.0,1
68376,20.96207025411061,0.0,0.0,1
46100,20.96207025411061,0.0,0.0,1
46099,20.96207025411061,0.0,0.0,1
55834,20.96207025411061,0.0,0.0,1
55826,20.96207025411061,0.0,0.0,1
89511,20.96207025411061,0.0,0.0,1
12751,20.96207025411061,0.0,0.0,1
59464,20.96207025411061,0.0,0.0,1
59460,20.96207025411061,0.0,0.0,1
33468,20.96207025411061,0.0,0.0,1
55835,20.96207025411061,0.0,0.0,1
89661,20.96207025411061,0.0,0.0,1
85077,20.96207025411061,0.0,0.0,1
82177,20.96207025411061,0.0,0.0,1
53856,20.96207025411061,0.0,0.0,1
54275,20.96207025411061,0.0,0.0,1
58175,20.96207025411061,0.0,0.0,1
92668,20.96207025411061,0.0,0.0,1
37568,20.96207025411061,0.0,0.0,1
84935,20.96207025411061,0.0,0.0,1
9606,20.96207025411061,0.0,0.0,1
9599,20.96207025411061,0.0,0.0,1
23588,20.96207025411061,0.0,0.0,1
97034,20.96207025411061,0.0,0.0,1
78667,20.96207025411061,0.0,0.0,1
97051,20.96207025411061,0.0,0.0,1
16532,20.96207025411061,0.0,0.0,1
411,20.96207025411061,0.0,0.0,1
61394,20.96207025411061,0.0,0.0,1
35420,20.96207025411061,0.0,0.0,1
84361,20.96207025411061,0.0,0.0,1
66680,20.96207025411061,0.0,0.0,1
42556,20.96207025411061,0.0,0.0,1
37852,20.96207025411061,0.0,0.0,1
34462,20.96207025411061,0.0,0.0,1
34461,20.96207025411061,0.0,0.0,1
37846,20.96207025411061,0.0,0.0,1
47057,20.96207025411061,0.0,0.0,1
96411,20.96207025411061,0.0,0.0,1
8241,20.96207025411061,0.0,0.0,1
90054,20.96207025411061,0.0,0.0,1
73671,20.96207025411061,0.0,0.0,1
40183,20.96207025411061,0.0,0.0,1
64876,20.96207025411061,0.0,0.0,1
42539,20.96207025411061,0.0,0.0,1
40241,20.96207025411061,0.0,0.0,1
40237,20.96207025411061,0.0,0.0,1
45695,20.96207025411061,0.0,0.0,1
45693,20.96207025411061,0.0,0.0,1
62721,20.96207025411061,0.0,0.0,1
60019,20.96207025411061,0.0,0.0,1
6745,20.96207025411061,0.0,0.0,1
6722,20.96207025411061,0.0,0.0,1
23624,20.96207025411061,0.0,0.0,1
33421,20.96207025411061,0.0,0.0,1
6708,20.96207025411061,0.0,0.0,1
48229,20.96207025411061,0.0,0.0,1
42911,20.96207025411061,0.0,0.0,1
42908,20.96207025411061,0.0,0.0,1
65752,20.96207025411061,0.0,0.0,1
63305,20.96207025411061,0.0,0.0,1
58300,20.96207025411061,0.0,0.0,1
15830,20.96207025411061,0.0,0.0,1
